App Store Review ID,Rating,Title,Review,Date
14062351050,5,Earn & Enjoy using this,Kindly learn & invest wisely. You’ll enjoy using this App also earn.,2026-05-14
14062326084,5,Best app for stock market,Easy to use,2026-05-14
14062288462,5,Very good app for trading,Easy to use.. Accurate,2026-05-14
14062277023,5,Super,Fine,2026-05-14
14062273363,4,F&O,"In F&O, I am unable to buy options at my desired price; the purchase executes directly at the market price.",2026-05-14
14062245789,5,Grow stocks,Good  information,2026-05-14
14062185346,5,Quite good,Gets the job done. No stupid cross sell. Love the simplicity and the UI,2026-05-14
14062173249,5,Great app,Great app,2026-05-14
14062171544,5,Fantastic application,A fantastic trading platform  for traders,2026-05-14
14062162209,5,One of the best app for investing and Stock Market,Just go for it,2026-05-14
14062130756,5,Best app and brocker,Transparency at the best,2026-05-14
14062100392,5,Good,5 star,2026-05-14
14062090925,5,Good,Very good,2026-05-14
14062021140,5,Easy for beginners,I am just a beginner and I am  enjoying its application and learning progressively.,2026-05-14
14062012283,5,🫶🏻,Best app,2026-05-14
14061599904,5,Just Great!!,One app for all types of investing plus the charges are low and non existent in mutual funds. Love it.,2026-05-13
14061445341,5,Great,Simple to use for the stock markets,2026-05-13
14061301236,5,Very good,Very easy access,2026-05-13
14060913767,4,Nice but,US stocks buying option is missing,2026-05-13
14060678009,4,Invest in Seconds,Best in Indian investment app,2026-05-13
14060548293,5,Super app for investment,Super app for investment,2026-05-13
14060429790,5,Good,Very Good,2026-05-13
14060374763,4,Best app among trading apps,"Best trading app for those who really wants to invest their money in markets, you would see simple UI to interact with each trade and then invest into it.",2026-05-13
14060242945,5,Nice app,Best performance,2026-05-13
14060186108,5,Simplistic App Design,I loved its simplicity.,2026-05-13
14060144078,5,Make money with Groww,🫵,2026-05-13
14060086589,5,Nice Groww,Good and useful,2026-05-13
14060022120,5,Stocks,Nice,2026-05-13
14059843534,1,Worst app,"I put order in groww in F&O, it didn’t take it even it went down so much. Too much technical errors in this App. Zerodha would be best compare to groww. Worst app.. always don’t take the exact and accurate rate… jumps up in higher rate when buying and lowest when selling.",2026-05-13
14059815189,5,Excellent,Excellent,2026-05-13
14059747851,5,Best app for trading & investment in the world,Amazing simply and satisfying app. Love it.,2026-05-13
14059746134,5,Stock brocker,Great product with super smooth and convenient features.,2026-05-13
14059614915,5,Review,"Excellent app , target price should be updated",2026-05-13
14059558640,5,Great,Awesome,2026-05-13
14059485067,5,Very good point,Thanks For a growing platform,2026-05-13
14059323438,5,Best investing App,Interface is good and Groww makes investing easy,2026-05-13
14059293215,5,How we can know markets status,Please guide for my losses,2026-05-13
14059271301,5,Good user friendly !,"The app is very easy for new people as well, The filters & exploring new stocks is easy.",2026-05-13
14059255855,5,Ok,Ok,2026-05-13
14059151770,1,Very expensive for f&o,Very expensive for f&o,2026-05-13
14059131820,4,App Ui is very good,Brokerage amount is very high. Kindly please decrease that amount.,2026-05-13
14059109447,5,Great interface and features. Extremely poor customer support.,Have to wait for 1-2 days just to get a stupid reply. No toll free number or chat option. Nobody wants to waste their time for 2 days to receive a single reply.,2026-05-13
14059098085,5,Woww,Easy to Use,2026-05-13
14059022828,5,Great UI,Love the ease of doing transactions. Love that they make sure to educate customers with each and every aspect of investing,2026-05-13
14059009370,5,So easy,Its good,2026-05-13
14058977494,5,VINOD HALLAN,Excellent,2026-05-13
14058962039,5,Nice,Growww,2026-05-13
14058955028,5,About grow,Easy and best to use,2026-05-13
14058937591,5,Good,Good,2026-05-13
14058930965,4,App keeps crashing,App keeps crashing when trying to open,2026-05-13
14058928759,5,Good,Very good,2026-05-13
14058909074,4,NIS,Working nicely,2026-05-13
14058853725,5,Not able to generate profit and loss report,Facing this issue from 8 October 2023 and still not resolved,2026-05-13
14058805722,5,Best App,Easy to use,2026-05-13
14058800259,5,Awesome,Nice experience,2026-05-13
14058797366,5,nenennd,bendn,2026-05-13
14058789666,5,Charan poojary,Its a user friendly trading /investment application ... since i am the old user am enjoying every new update 💓💓,2026-05-13
14058779443,5,Jerry,A good broker with zero joining and no annual fees but if they could reduce the brokerage charges will be much better than any other broker application.,2026-05-13
14058765122,5,Easy to use,"Its the easiest, more user friendly option",2026-05-13
14058751685,5,Kamra me ava,Kamra me ava aur jhuk ke baitha,2026-05-13
14058735458,5,Superb Trading Application,Nice and fast,2026-05-13
14058725520,5,Good,User friendly,2026-05-13
14058725027,5,Kalpesh Patil,Great for beginners who want to invest  App shows every detail of stock and MF  START your investment journey today,2026-05-13
14058716978,5,Good,Good,2026-05-13
14058707812,5,Good,Use to very nice app for groww,2026-05-13
14058693700,5,Good app,Easy to access,2026-05-13
14058683648,5,💓💓💓,Best ever app no lags no confusion user friendly app use it and grow with it,2026-05-13
14058676569,5,Much Better app than Zerodha,Fully packed with features and required screen for trading,2026-05-13
14058662116,5,Satisfaction,"I love you Groww , as a student I wonder how to do this stock things and I do not earn and depend on my father pocket money. I wish one day I become billionaire.",2026-05-13
14058655828,5,Good very,Good,2026-05-13
14058611889,5,Very good,Good,2026-05-13
14058598856,5,Excellent service,Great app and wonderful experience,2026-05-13
14058563810,5,User-friendly,User-friendly,2026-05-13
14058555058,5,Very useful app,My all investment in this app,2026-05-13
14058445366,5,User friendly,"Overall, using grow is an superb experience, specially in terms of easy to understand and every information on finger trip",2026-05-13
14058441375,5,Good,Good,2026-05-13
14058342271,5,Shravan,Verry nice,2026-05-13
14058314557,5,Review,Most informative and easy to operate app.👍,2026-05-13
14058201351,5,Nice app,Groww is best app for trading,2026-05-13
14057395251,5,Hehehe,Hehehe,2026-05-12
14057182197,5,User friendly,Amazing app & very much user friendly. Never lagging.,2026-05-12
14057180496,5,😞🙏,IMO this is the best trading/investment app you can have right now !!!,2026-05-12
14056861139,1,Still No Proper IPad/Tablet support,"1 star for the lack of proper iPad optimization. The app still does not support true fullscreen on iPad and runs like a stretched mobile app. Trading and chart analysis on a larger screen should feel professional, but the experience is disappointing. Please add proper iPad fullscreen support and a dedicated iPad layout. Until then, the app feels unfinished on tablets.",2026-05-12
14056696146,5,Good,Good,2026-05-12
14056640215,5,Best app,Fast and easy,2026-05-12
14056575250,5,User and investment Friendly App,"Very nice consolidated app solution for my investments and overview of the market. Never faced any glitches in any of the transactions made from past 6years!! Never had to reach the support team or raise any query and flawless implementation app which increases trust factor for the investor!! Highly recommend it for its ease of use, simplicity and perfect implementation for financial purpose.",2026-05-12
14056346668,5,Ok,Ok,2026-05-12
14056168107,5,Good,Good,2026-05-12
14056091275,5,Good,Good,2026-05-12
14055782331,5,Hitesh Vakil,All information are good,2026-05-12
14055677096,5,Good,Best procedure,2026-05-12
14055627919,5,Very good,Good app for investing,2026-05-12
14055619986,5,Best trading app,Best compare to Other app for trading,2026-05-12
14055610419,5,Very Good,Mind blowing,2026-05-12
14055593633,5,Genuine,Best stock market,2026-05-12
14055590235,5,Nice interface,Very Nice so simple and easy to use,2026-05-12
14055553493,5,Good,Good,2026-05-12
14055502970,5,Super,Such a friendly app,2026-05-12
14055495877,5,Nice work,Good,2026-05-12
14055447581,5,Just used to it.,"User friendly, understandable and minimal to zero complications. Thank You for this app. Some options were missing in F&O in my login. Rest the best🫶🏼",2026-05-12
14055419593,4,Very good,Exallanc,2026-05-12
14055362519,5,👍🏻👍🏻,Super,2026-05-12
14055353631,5,Review,Best App,2026-05-12
14055294274,5,flexible and featuristic,Flexible to invest with many options and features available easy to do SIP.,2026-05-12
14055276947,5,Good,Good app for the investments,2026-05-12
14055217383,5,Nice,Super apps,2026-05-12
14055213617,5,Nice platform,Nice platform,2026-05-12
14055132316,4,Best trading app,I have earned crores and crores all because of Groww app,2026-05-12
14055114874,4,Trading,Easy and user friendly trading and investment app,2026-05-12
14055104511,5,🙌🏻🙌🏻,🙌🏻🙌🏻,2026-05-12
14055090911,5,Recommendations,Why don’t u give good recommendations  Be it stocks or option signal As u have greater base of customers  Like angleone do,2026-05-12
14055049918,5,Good,Very good,2026-05-12
14055039145,5,super,very much supporting,2026-05-12
14055000498,5,Kishor,Very wonderful user friendly UX design of App,2026-05-12
14054990288,5,User friendly application,Best app and nice user interface for beginners,2026-05-12
14054986147,4,Simple tool,Very good app where we can easily navigate and the job done very well .  Need some more trading tips,2026-05-12
14054958791,5,Well informed,Everything goes well with it’s technology,2026-05-12
14054958311,5,Jhawar,Jhawar,2026-05-12
14054957788,5,Great experience,Great experience,2026-05-12
14054954083,5,Varun,Good easy to use,2026-05-12
14054949569,5,Review,Easy to operate,2026-05-12
14054912276,5,Grow is very good platform for trading,Good for trading,2026-05-12
14054881262,5,best,7,2026-05-12
14054790370,5,Gr8,Best,2026-05-12
14054757562,5,Good,Good,2026-05-12
14054507006,5,It’s clean,"Thank you. But I’ve observed this, the values of the investment, sometimes weird and gets fixed on its own the next day when trading starts. Hope that’s fixed in this update as well.",2026-05-12
14054491542,5,Investment,Good platform for investment.,2026-05-12
14054097050,5,Nice,Good,2026-05-11
14053480323,3,Hang stuck sometimes,Hang little some time,2026-05-11
14053211281,5,Rana,Excellent,2026-05-11
14053035763,5,Simple and great experience,"The Groww account application process was quick, simple, and well-structured. Great experience",2026-05-11
14052933332,5,Amazing app,Amazing app what to say more very user friendly a small request to developer pls enable watchlist for commodity (mcx) also,2026-05-11
14052931918,5,Great,Gud,2026-05-11
14052842908,5,Best Demat App,"Easy to use, one of the best aap for Demat transactions. This app have easy interface.",2026-05-11
14052813897,5,Excellent,Great app to grow,2026-05-11
14052767877,5,Good,Good,2026-05-11
14052710898,5,Gud,Gud,2026-05-11
14052677137,5,Very Good App For Investing,You’ll lose lot of money if you’re not careful:),2026-05-11
14052674335,5,Gond,👍,2026-05-11
14052580543,5,Good,Very easy to use and understand,2026-05-11
14052561677,1,Poor customer service,"The stock holding list is completely wrong. Raised the issue before 30days and no resolution yet, you must keep on calling and explain to a new guy every single day. Pathetic service WORSTEST ever.",2026-05-11
14052549786,5,Pretty Good,One of the best apps for investments.,2026-05-11
14052462858,5,Good app,Easy to understand layout . Best for beginners,2026-05-11
14052193889,5,Prasoon Nath,Good app,2026-05-11
14052072622,5,Work esay,Classes,2026-05-11
14052048563,5,Nice,Very nice,2026-05-11
14051996894,5,CA Kishor Phaltankar,Very Good For Investing,2026-05-11
14051956310,5,Excellent,Excellent,2026-05-11
14051877945,5,sagar,best app,2026-05-11
14051866196,5,Mehul,Good app,2026-05-11
14051830780,5,Good application,Very fast and easy to use,2026-05-11
14051796781,5,"Good to invest and track, user friendly",Good,2026-05-11
14051790559,5,Original,Very good,2026-05-11
14051788084,5,My go-to app for mutual funds,"I haven’t tried any other app as Groww came highly recommended. Clean UI and historic data graphs makes it easy for every investor. If policies and regulations permit , I wish it could also add international markets like NASDAQ, NYSE, TSE, etcavailable to invest in.",2026-05-11
14051728245,5,Excellent app,"No glitch at all, very smoothly designed",2026-05-11
14051718769,5,Earn money,Good for knowledge and good for money,2026-05-11
14051704190,5,sip,good app,2026-05-11
14051691030,5,Extremely,Good,2026-05-11
14051676308,5,Good,Very is used 👍,2026-05-11
14051673773,5,Gr8,Best and the most easy one,2026-05-11
14051667172,5,Supar app,Supar app,2026-05-11
14051644130,5,User friendly App,Best stock market App,2026-05-11
14051625627,5,Super,Awesome,2026-05-11
14051615656,1,App gets crash,"In the need of high trading positions and high people on app, the app gets crash and not let you buy or sell at a particular time.",2026-05-11
14051595014,5,Good,Servise,2026-05-11
14051559556,1,Fraud and un supportive,Please don’t use grow as investment broker . If your money blocked they won’t support you . My hard earned money blocked from grow . Save your money and invest in other bank based brokers .,2026-05-11
14051544873,5,I give five star,Good app for investing and safe and easy,2026-05-11
14051520491,5,An app beyond time,Good and user friendly,2026-05-11
14051519498,5,Maaj,Very helpful,2026-05-11
14051499101,5,Good,Excellent,2026-05-11
14051482895,5,Good,Good,2026-05-11
14051480907,5,Good for share market knowledge,5 star,2026-05-11
14051439543,5,Easy to Use -Simple Interface,Best App for Mutual Fund and Trading,2026-05-11
14051422834,5,👍,When I ll get my return very well  7 star is mandatory from me,2026-05-11
14051351315,5,Experience is very good,Have a good experience and interface is improving day by day but charges are on higher side,2026-05-11
14051330757,5,Best,Good,2026-05-11
14051328717,5,Ok,Ok,2026-05-11
14051322297,5,Good app,Smooth use,2026-05-11
14051299005,5,Best Broking App in India !,Best app for trading as well as investing,2026-05-11
14051291441,5,Vivek,"Nice platform, user friendly",2026-05-11
14051275435,5,MF,Very convenient,2026-05-11
14051259865,5,Good,Good,2026-05-11
14051242074,5,Good platform,Very good,2026-05-11
14051235881,5,grow app super 👌,very good app fast performance no laag,2026-05-11
14051213238,5,Hi,Nice,2026-05-11
14051170124,5,Easy and convenient,It’s good but if one touch stock sale and buy features available it’s make more comfortable,2026-05-11
14051135759,5,👍👍,👍👍,2026-05-11
14050839629,1,We want groww for ipad,We want grow for ipad along with all features that we get on android,2026-05-11
14050762460,5,Super easy and safe,Very easy to use and safe as well,2026-05-10
14050475502,1,Fraudster make app glitch in final time so one can’t take the profits like right now the app is hang,Just a fraudulent application made to loose you money with over extra multiple transactional charges and also blocks your money for no reason when you are making profit.,2026-05-10
14050387768,5,Too Good & Easy to use,Excellent,2026-05-10
14049994032,5,Well informative n responsive Customer care.. Thank you Grow..,Grow customer care s responsive n platform s beginner friendly.. Thank you🙏,2026-05-10
14049808706,5,Very good app for small investment,Number one application,2026-05-10
14049767993,5,Very good appp,It’s fine app,2026-05-10
14049657704,5,Good,Good and easy,2026-05-10
14049565590,5,I first started my stock investment and SIP in this app only from 2023,"I began my stock market investment journey and SIPs with the Groww trading app in 2023, and it has been a great experience so far. As a beginner, I found the app extremely user-friendly and easy to understand. The clean interface, simple navigation, and clear explanations made investing feel less intimidating.  Starting SIPs and investing in stocks was smooth, and tracking my portfolio has been very convenient. Over time, I have been able to accumulate funds consistently, and I’m really happy to see that my investments are growing steadily. The app provides helpful insights and updates that keep me informed about my investments.  Overall, Groww is a reliable and beginner-friendly app for anyone who wants to start their investment journey with confidence. I’m satisfied with my experience and happy with the progress of my funds.",2026-05-10
14049527308,5,Mutual funds investing on Groww,Fully satisfied.,2026-05-10
14049309354,5,Nice App,Found groww easy to use and understand things.,2026-05-10
14049293035,5,👍👍👍👍,EXCELLENT EXPERIENCE,2026-05-10
14049208716,5,Good App,Easy to manage,2026-05-10
14049013164,5,Very Good for All,Easy to use very Good app,2026-05-10
14049007853,5,Good,Very nice,2026-05-10
14048790700,5,Good,Nice and easy to trade,2026-05-10
14048540573,5,Ok,Ok,2026-05-10
14048532669,4,Amazing,"Easy, understandable and user-friendly. Best online platform for SIP, I would say. Only, lacking is it doesn’t provide investment in FD. It should start for FDs as well and with the same user-friendly way.",2026-05-10
14048387475,5,Awesome,Super one,2026-05-10
14048362563,5,Nice,Very good,2026-05-10
14048292407,5,Best interface,The app has the most simplest user interface i have ever seen but brokerage charges need to be lower down,2026-05-10
14048277532,4,About Groww,One of the best app,2026-05-10
14048020032,5,Excellent,Easy and the most compatible to trade .,2026-05-10
14047970450,5,Right place to invest with trust,Groww app is nice and easy to understand helpfull with mutual fund also can get loan againts it within minutes loved the app help full in emergency cases,2026-05-10
14047938976,5,Easy trade,Great opportunity for beginner easy to use,2026-05-10
14047920720,5,Great driving interface for my portfolio,"Best in the class, beginner friendly and very futuristic application.. want to recommend all new comers to use groww for better analysis of your SIP and stocks portfolios.",2026-05-10
14047725437,5,Groww,Excellent grow experience and secured place,2026-05-10
14047656296,5,Super,So fast,2026-05-10
14047607018,5,Good app,Easy operation,2026-05-10
14047600072,5,Nice one,Good platform for trading,2026-05-10
14047567081,5,5 star,Simple and best interface,2026-05-10
14047497301,4,Ok,Ok,2026-05-10
14047446809,1,Customer support is not responding properly don’t invest on grow,I raised complaint for amount updating since last 5 days no responding on customer service  Customer support is not responding properly don’t invest on grow Brokerage charges also high but user interface is good,2026-05-10
14047422990,5,Groww,Good App for learning and understanding for investments of stocks,2026-05-10
14046266671,5,Good,Good,2026-05-09
14046019229,5,Smooth UI,Nice experience but little addictive UI,2026-05-09
14045516830,5,Excellent,Bast demat account all time,2026-05-09
14045039883,5,Girish Sharma,Good,2026-05-09
14044769890,4,At your ease,A fine way to find your route to utilise productivity to the best use with growth.,2026-05-09
14044703830,5,Perfect,It’s working fine. That’s all we need it to do,2026-05-09
14044662779,1,App need to update for ipad,I just open my grow app it shows me like my phone screen,2026-05-09
14044607573,5,Groww,So simple to invest,2026-05-09
14044605289,5,Stocks,Just Waaw..🤔,2026-05-09
14044529963,5,Thanks,Thanks,2026-05-09
14044120295,5,Excellent app,Best app for stocks and mutual fund uhhhh can use without any kind of hesitation,2026-05-09
14044104539,4,Good,Easy to use and brokerage rates are reasonable. There should be a option to view complete portfolio including stocks and MF.,2026-05-09
14043632014,5,Gr8 app,A great app for shares & mutual fund.I am unaware of bonds trade on it.,2026-05-09
14043606863,5,Real time data at fingertips,A very robust app,2026-05-09
14043580108,5,Great,Easy to use,2026-05-09
14043535229,5,Best app,User friendly for Mutual fund,2026-05-09
14043057326,5,Best,One of best stock market investment app,2026-05-08
14042575725,5,Ravi,Super app,2026-05-08
14041905136,5,Amazing,"Easy to analyse , and user friendly software to use !!",2026-05-08
14041816151,5,Good,Very nice,2026-05-08
14041796030,5,Great app,Easy to understand,2026-05-08
14041795363,4,Plzzz add scalping mode,Plzzz add scalping mode in ios plzzzz as fast as possible,2026-05-08
14041740600,5,Review,Amazing user interface,2026-05-08
14041649993,5,Loved it,Am using grow from last 6 year,2026-05-08
14041546604,5,Very good,User Frindly,2026-05-08
14041545287,5,Nice App,Neat Clean,2026-05-08
14041536217,5,User interface,its good trading and share transactions platform very smooth and no glitches,2026-05-08
14041355465,5,Good,Good,2026-05-08
14041232106,5,Good,Good,2026-05-08
14041196984,5,Well structured,"Easy to operate, App build for common person usage",2026-05-08
14041178572,5,Easy to use,"Stocks, one clicks and Mutual fund transactions are very easy to complete!",2026-05-08
14041160209,5,Amazing,Easy to use and check,2026-05-08
14041099672,3,Trade on chart,There should be option to plot trade on chart With TP and SL like others,2026-05-08
14041096993,5,Easy,Useful and Helpful Comfort 💯,2026-05-08
14041027709,5,Supper,Very easy to use,2026-05-08
14041000203,5,Very easy navigation,Great,2026-05-08
14040962162,5,Superb,Very good app for all your market management,2026-05-08
14040947082,5,Great,User friendly,2026-05-08
14040940743,2,Glitchy app,"This app user interface is one the best in the market and easy to use, but its functionality and usability is not that useful. It takes time to execute orders in f&o as well as intraday! Moreover it may have certain times that the stoploss wont be triggered and you can face huge losses! So please think twice before opening huge positions in this app.",2026-05-08
14040913352,5,Grow with GROWW,Great app for finance,2026-05-08
14040902994,5,Ok,Very good,2026-05-08
14040885637,5,Good,Nice,2026-05-08
14040883765,5,Good,Best trading app 👌,2026-05-08
14040858118,5,Best app,Great app. Best for investment with easy app UI,2026-05-08
14040817260,5,Easy to Buy and Sale,Very nice service and running very fast,2026-05-08
14040755543,2,Super Lack App,Always buy on higher price due to app fluctuation never buy on exact price,2026-05-08
14040655730,5,Good,Good Nice,2026-05-08
14040637738,5,Superb application,It’s very smooth and fast app for stocks and Mutual Funds.,2026-05-08
14040629706,5,NYC,Super,2026-05-08
14040623824,5,Easy to use,Easy to use,2026-05-08
14040622562,5,Small Investor,Ease of Investment and better interface.,2026-05-08
14040593459,5,Investing,Excellent,2026-05-08
14040540048,5,Nice,Nice and truthful app,2026-05-08
14040475636,5,Good,Good,2026-05-08
14040463345,5,Nice,Easy to understand,2026-05-08
14040436792,5,Groww stocks,It’s nice application it’s works smoothly,2026-05-08
14040429278,5,Good,Nice Product,2026-05-08
14040415164,5,Groww rate,Very good app in stock market,2026-05-08
14040372841,5,Best,Excellent,2026-05-08
14040283131,5,All,Good,2026-05-08
14040262292,5,Best for fno,Best for fno,2026-05-08
14040237753,5,Very nice app for trading,Good,2026-05-08
14040217514,5,Application,Wow app for use Very simpal,2026-05-08
14040197887,5,Groww your wealth,Awesome experience with Groww your wealth,2026-05-08
14040162086,4,Good,Nice but make it for IPad as well,2026-05-08
14040140924,5,Ok,Good service,2026-05-08
14040089500,5,nice to,good too,2026-05-08
14040079421,5,Well managed app,Very good,2026-05-08
14040004642,5,Funtastic,Futuristic,2026-05-08
14040001309,5,Easy to use,Perfect for beginners,2026-05-08
14039859509,5,Best App,Good,2026-05-08
14039011917,4,Good,Good,2026-05-07
14038923946,5,Ultimate,I got great experience with grow . I earned well and learned well . Thanx groww to groww me up,2026-05-07
14038414611,5,Sip,Good,2026-05-07
14038394951,5,nice,nice,2026-05-07
14038358933,5,Superb app,Extremely user friendly,2026-05-07
14038357347,5,Fast n user friendly,Wonderful interface,2026-05-07
14038338535,5,App,Helping app,2026-05-07
14038311853,5,Very nice,Very good,2026-05-07
14038172186,5,Good,Good app,2026-05-07
14038113800,5,User friendly app,Investment is on tip,2026-05-07
14037978324,5,very good,app acha ye but 5 sal ho gaya invest karke retuns nahi aa raha he kuch karo🥲🙏,2026-05-07
14037774168,5,UI is simple and useful,I have used other apps too but this one stands out because of its user interface,2026-05-07
14037746670,5,Reliable,works could be done very easily .,2026-05-07
14037676136,5,Exceptional app,Very user friendly interface and very supported system,2026-05-07
